,label,content
4754,mostly-true,"Says Donald Trump is the first person running for president, Republican or Democrat, who refused to say that he would respect the results of this election."
4755,false,"The downsizing of Pinellas County government resulted in about 1,200 people being laid off in a 12 percent unemployment market. I can tell you that every one of them was hired from the time that Ms. Latvala went into office in 2000."
4756,true,Says Austin Mayor Lee Leffingwell voted for a toll lane on MoPac.
4757,mostly-true,"In the last 10 years we've only had 7,000 barrels of oil spilled in the Gulf ... not counting hurricanes. This well is spewing that amount every day and a half."
4758,half-true,Thanks to President Bush's policies....The income gap is now higher than at any time since the Great Depression.
4759,half-true,Santorum also voted for a teapot museum in North Carolina.
4760,half-true,"In Wisconsin, Gov. Scott Walker has created a manufacturing-led jobs recovery. 30,000 new jobs were created this year, with 15,000 created in the struggling manufacturing sector."
4761,half-true,"Polls indicate that white people think that black people are less intelligent. They think theyre less trustworthy, less patriotic."
4762,half-true,"If every small business in our state, on average, was able to create one new job we would cut our unemployment rate in half."
4763,barely-true,"Congress, criminals, Scientologists and other groups are exempt from Obamacare."
4764,mostly-true,About 40 percent of workers dont ... have a single paid sick day.
4765,true,Ill be the only economist in the (U.S.) House.
4766,mostly-true,"Al-Qaida operatives, have said, Hey, we want you to use this loophole (for purchasing guns despite being on a watch list) to attack and kill Americans."
4767,barely-true,Estimates say individuals who escaped these high tax states have taken with them around $2 trillion in adjusted gross income.
4768,pants-fire,The ACLU has filed a suit to have all military cross-shaped headstones removed.
4769,half-true,"An overwhelming majority of Americans support passage of the DREAM Act, which would provide a path to citizenship for undocumented youth willing to work for a college degree or serve in our armed forces."
4770,false,"Says Ohio Gov. John Kasich got lucky with a thing called fracking, which is why Ohio is doing well."
4771,barely-true,James Langevin has received almost $20 million from taxpayers and special interests to use at his own discretion to supposedly champion Rhode Islands needs.
4772,true,"The Associated Press called Charlie Crist's attacks ""over the top,"" ""out of context,"" and ""not true."""
4773,mostly-true,Were the only major oil-producing nation in the world with a self-imposed ban on exporting our crude oil to other nations.
4774,false,"Says 7,000 millionaires gamed the system to pay no income taxes."
4775,false,Says Barack Obama grew up in Kenya.
4776,half-true,The state budget has actually grown by $4.6 billion under Gov. Scott Walkers actions.
4777,true,90 percent of babies with Down syndrome are aborted.
4778,false,Says Steve Jobs was responsible for creating more jobs than the stimulus bill.
4779,false,Says that you cant destroy the guns purchased in a (gun) buyback program as the city (of Memphis) wants to do.
4780,true,Taxpayers pay for roughly 45 percent of all births in Wisconsin! And 60 percent of the births in Milwaukee!!!
4781,true,New provisions of the health care law bar the use offlexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs.
4782,half-true,Says Rick Scott cut Bright Futures scholarships in half.
4783,mostly-true,"The Baucus health care bill would require taxes on medical devices such as X-ray machines, female condoms, HIV tests and surgical needles."
4784,half-true,Says President Barack Obama appointed Eric Holder as attorney general. Eric Holder said he viewed his mission as brainwashing the American people against guns.
4785,false,Says Patrick Murphy hasnt passed a single bill out of committee.
4786,true,Wisconsin lost more jobs over the past 12 months than any other state.
4787,false,No fracking waste is being dumped in New York State
4788,barely-true,We have the best schools in the United States.
4789,half-true,Says Oak Grove is one of the largest cities in Oregon and is the biggest city in Clackamas County and its not a city.
4790,true,"Taxpayers earning $1 million pay an effective tax rate that is about four times what taxpayers earning $100,000 pay."
4791,barely-true,"Health proposal would create a ""40% tax on health care benefits of middle-class workers."""
4792,half-true,Says Mitt Romney pays less tax than the guys who installed his car elevators.
4793,barely-true,"Since January 2015, the majority of our Austin City Council meetings have extended past 10 p.m. and many of our meetings have gone past midnight."
4794,half-true,Six out of 10 of the highest unemployment rates are also in so-called right to work states.
4795,barely-true,"Under the Democratic health plan, families will be forced to spend an additional $2,100 a year to keep their current health care."
4796,half-true,The city of Atlanta ranks 25th among U.S. cities with the highest crime rates.
4797,pants-fire,Says Mitt Romney plans to fire Big Bird.
4798,mostly-true,Says Greg Abbott has lost in court four times in just the past few days.
4799,half-true,Study after study have shown that sanctuary cities do not lead to an increase in crime because of the presence of people that are undocumented.
4800,pants-fire,"Without representation, (the IRS) can increase taxes."
4801,false,"So many people were critical of Secretary (John) Kerry going to Paris and talking with Hamas, because Kerry was seen as supporting Hamas to the exclusion of the Arab League."
4802,false,Its been 4 and a half years since the United States Senate passed a budget.
4803,false,"The Republicans' alternative health care plan ""will still let insurers raise premiums four times faster than wages."""
4804,pants-fire,A transcript released by Occidental College proves that Barack Obama was an Indonesian citizen.
4805,mostly-true,One out of every two kids who are graduating college right now cant find a job.
4806,half-true,"Wisconsin does not have a deficit. Thanks to Republican reforms, the 2014 budget will begin with a $443 million surplus."
4807,pants-fire,The path to ObamaCare becoming law all started with Charlie Crist supporting President Obama's $787 billion stimulus.
4808,half-true,"The University of Florida announced this past week that it was dropping its computer science department ... Meanwhile, the athletic budget for the current year is $97.7 million, an increase of more than $2 million from last year."
4809,half-true,"Says Texas unemployment is dire in various ways such as a doubling in the jobless rate during Rick Perrys governorship. Also, the Texas rate has increased faster than the national rate during Barack Obamas presidency."
4810,barely-true,The CBO now says the presidents health care law will cut the number of full-time jobs in the United States by 2.3 million by 2021.
4811,barely-true,We did not seek an impeachment of President Bush.
4812,half-true,Buck wants to privatize Social Security.
4813,barely-true,"In discussing the attacks on the U.S. consulate in Benghazi, Libya,Ms. Rice did say a terrorist attack. Its not that she put the whole thing on the video."
4814,true,"By the time she turns 3 years old, a child born into a low-income home hears 30 million fewer words than a child from a well-off family."
4815,half-true,The GOPs Pledge to America includes a 20 percent cut ... for education. ... Eight million kids would have their college aid slashed under this budget.
4816,false,"Says when he was governor, Wisconsin cut unemployment to 2.1 percent and the states unemployment rate was the lowest in the country for 40 consecutive months."
4817,pants-fire,Says Josh Mandel bet against Ohio families
4818,pants-fire,Says U.S. Rep. Paul Ryan promised to end health care for our seniors.
4819,half-true,The Obama administrations own Environmental Protection Agency has said its Clean Power Plan will have a marginal impact on climate change.
4820,false,"13,000 Floridians are able to vote -- but their governor wont tell them."
4821,barely-true,Woodrow Wilson borrowed $30 billion to fund World War I in 1917. That money has not been paid back. And we are still paying interest on it.
4822,barely-true,Says credit rating agencies realize that our instability stems in large part from Oregons kicker system.
4823,mostly-true,"More than 1.5 million people moved into Georgia between the past two Census counts, and a majority consider themselves, African-American, Latino or Asian-American."
4824,mostly-true,Says under the Romney-Ryan budget ... the American Opportunity Tax Credit for college tuition would be eliminated.
4825,mostly-true,"The higher the education level, the more likely they are to vote Democratic."
4826,barely-true,Says U.S. greenhouse gas emissions are at 20-year lows.
4827,true,"According to independent experts, Donald Trumps tax plan would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy."
4828,half-true,Says he and President Barack Obama have the same position on gay marriage.
4829,false,Democrats do not have a plan for extending the Bush tax cuts.
4830,mostly-true,"Then-Gov. Carl Sanders put 56 percent of the state budget into education, a figure that has not been achieved since."
4831,mostly-true,Says President Barack Obama has lost more members of the House and more members of the Senate than any president ever has lost in modern times.
4832,half-true,President Barack Obama supports immigration amnesty.
4833,true,Says the federal government is the largest energy user in the country.
4834,half-true,Tax dodging costs developing countries $200 billion every year.
4835,half-true,"The border security plan of Sens. McCain and Kyl called for 3,000 additional troops to keep us safe. President Obama says hell send 524."
4836,half-true,"Sherrod Brown has stood side by side with President Barack Obama, presiding over the most rapid increase in the debt over the last 2.5 years and hurtling toward the worst jobs record in the modern era."
4837,mostly-true,Georgia has the highest flu activity in the country.
4838,true,Says one in four women and one in seven men have been victims of domestic violence in their lifetime.
4839,half-true,"During Sherrod Browns past decade as a D.C. politician, more than one out of every four jobs that has left America, left from Ohio. ... Sherrod Brown will own these horrendous Ohio job numbers next year."
4840,barely-true,Says that Romney touted the Massachusetts health plan for the nation in his hardcover book but then deleted it for the paperback edition.
4841,barely-true,The auditor [for the city of Providence] was not locked out of access to the citys finances.
4842,half-true,Says he often appeared on The OReilly Factorand often was praised byBillOReilly.
4843,half-true,There are more guns than there are people in the United States.
4844,half-true,"Since I took office, Wisconsin now has the 2nd highest health care quality ranking in the country."
4845,barely-true,The Obama Administration is suing a Wisconsin company for forcing employees to speak English.
4846,pants-fire,"McDonalds hamburgers are only 15 percent real beef. The other 85 percent is meat filler cleansed with ammonia, which causes stomach and intestinal cancer."
4847,barely-true,"The United States has 10,000 IRS agents making sure that you dont take an improper charity deduction, but to fight terrorism, it has less than two dozen people focusing on countering violent extremism at home."
4848,half-true,"Throughout his time in elected office, Barack Obama has taken multiple positions on banning handguns and the D.C. handgun ban."
4849,pants-fire,"The Obama White House is renaming Christmas trees ""holiday trees."""
4850,false,A Paul Ryan-Scott Walker (or Scott Walker-Paul Ryan) ticket for the White House in 2016 would be unconstitutional because both men live in Wisconsin.
4851,false,One out of every three students currently today is ready for college before they go there.
4852,true,Todays marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.
4853,false,"In just one month, the Democrats have spent more than President Bush spent in seven years on the war in Iraq, the war in Afghanistan and Hurricane Katrina combined."
4854,barely-true,"Texas women make an average of $8,355 less per year than men doing the very same job."
4855,half-true,"I'm prolife. I'm not going to apologize for becoming prolife. Ronald Reagan followed that same course, as did Henry Hyde and George Herbert Walker Bush. And I'm proud to be prolife."
4856,false,Not a single segment of the proposed Beltline intersects the MARTA system at MARTA stations.
4857,pants-fire,"Says the Patient Protection and Affordable Care Act adopted last year contains a series of slush funds, set up to stay on the books automatically, with little or no oversight."
4858,true,Wisconsin is below the national average in wage growth and job growth.
4859,mostly-true,"Roughly 500,000 Georgians -- or about 5 percent of the states residents -- have gone through a background check to legally obtain a Georgia weapons carry license."
4860,mostly-true,"Under Scott Walker, right now, were 46th in the country in terms of new businesses started."
4861,barely-true,"Says Sen. Luther Olsen, his recall opponent, supported the sale of state-owned power plants not to the highest bidder, but to the biggest donors with no oversight."
4862,false,"We have 93 million people out of work. They look for jobs, they give up, and all of a sudden, statistically, theyre considered employed."
4863,true,"Of the 25 wealthiest nations, were the only one that doesnt provide basic health coverage."
4864,half-true,"13 percent of Americans, the lowest ever, are without health care."
4865,false,Says Romney supported a law that could have made most common forms of birth control illegal.
4866,mostly-true,No other public or private business in America except for the U.S. Postal Service must fund 100 percent of employee retirement and retirement health costs in advance.
4867,false,The most significant driver of out-migration [from Rhode Island] is the estate tax.
4868,barely-true,Congress is on vacation.
4869,false,Scott Walkers school-aid cuts were so devastating that students are without chairs and a government survey found 47 kids in a classroom.
4870,false,Says Attorney General Eric Holder recently revealed this idea to have government have gun owners wear special bracelets that would identify you as a gun owner.
4871,true,Ed Schultz said Alan Grayson is what its all about.
4872,true,AIG said they were giving $57 million (in retention payments) to people who were being terminated.
4873,half-true,"Says if the (Iran nuclear) deal gets rejected, they still get $150 billion."
4874,barely-true,"New York State has been horribly, horribly hurt by NAFTA"
4875,barely-true,"For every single illegal immigrant family in this country, it costs $20,000 it costs us $20,000; $20,000 in infrastructural costs. They pay about $10,000 in taxes."
4876,half-true,Im running the second-largest county district attorneys office at 1985 staffing levels.
4877,false,The @nytimes states today that DJT believes more countries should acquire nuclear weapons. How dishonest are they. I never said this!
4878,barely-true,"The CNBC debate was supposed to be three hours, and he renegotiated it down to two hours."
4879,half-true,"We bring in enough tax revenue to service our debt, pay for Medicare and Medicaid and Social Security, and then still have about $300 (billion) or $400 billion left over."
4880,mostly-true,"McDonalds workers in Denmark have a union. Earn $45,000/year."
4881,mostly-true,"Since 2009, weve cut homelessness (among veterans) by a third."
4882,pants-fire,The cost-saving measures we put into place at Columbia/HCA drove down national health care inflation from 18% to 8% in seven years.
4883,false,We have no idea what is contained in [electronic cigarette] vapor.
4884,false,Says new estimates from the Congressional Budget Office conclude the final price-tag for the health care law will exceed $2 trillion more than double what was initially reported.
4885,mostly-true,SaysRuben Kihuen only managed in the minority to get one bill passed out of the eight to 10 he introduced during the 2015 legislative session.
4886,pants-fire,This is the true picture of Milwaukees Renaissance after 12 years of Mayor Tom Barretts leadership.
4887,mostly-true,Says President Barack Obama revealed in his State of the Union address that he now is against earmarks.
4888,half-true,Guns have murdered more Americans here at home in recent years than have died on the battlefields of Iraq and Afghanistan.
4889,mostly-true,There are polls showing right now that the American people for the most part think its a bad idea to provide tax cuts to the wealthy.
4890,half-true,"Texas state Reps. Dan Branch and Jim Pitts, lieutenants to House Speaker Joe Straus, are helping Democrat Ellen Cohen against her Republican challenger, doing events with her in her district."
4891,barely-true,Says he did not vote for Nancy Pelosi for speaker of the House.
4892,barely-true,Unions did not create the eight-hour work day and the 40-hour work week. Henry Ford did.
4893,true,Five percent of Americans pay over half the income taxes in this country. Forty percent of Americans pay no income taxes at all.
4894,mostly-true,"As a percentage of our gross domestic product, the defense budget remains just 3.6 percent. This figure is low by all historical standards."
4895,true,"Last year, we saw the first reduction in the federal prison population in 32 years."
4896,pants-fire,It takes as much energy to make a solar panel as it likely generates in its entire life.
4897,true,Says America spends over 17 percent of its GDP on health care costs when our closest competitor nations are spending about 12.
4898,true,Connecticuts take on slot machines is 25 cents on the dollar. And the states take on table games: zero.
4899,mostly-true,Bill Lynch told three lies in ten seconds
4900,mostly-true,Says Milwaukee County Sheriff David Clarke has deputies collecting overtime while sitting passively in chairs watching courthouse security personnel work.
4901,half-true,Independent analysts say (Donald Trump) would add $30 trillion to the national debt.
4902,true,Sen. Obama has been to Iraq once.
4903,barely-true,Unemployment has been on the rise throughout Wisconsin as Paul Ryan stepped up his advocacy of immigration increases.
4904,mostly-true,"Says Donald Trump was one of the people who rooted for the housing crisis. He said back in 2006, Gee, I hope it does collapse because then I can go in and buy some and make some money."
4905,half-true,"The Geneva Convention did not apply, until 2005, to the war on terror."
4906,barely-true,The money the Clinton Foundation took from from foreign governments while Hillary Clinton was secretary of state is clearly illegal. The Constitution says you cant take this stuff.
4907,true,Dodd brought both parties together to pass the Family and Medical Leave Act.
4908,barely-true,Planned Parenthood raked in more than $300 million in profits over the past four years.
4909,false,Mitt Romney has 15 homes.
4910,half-true,Says Romney would add trillions to the deficit while Obama would cut the deficit by $4 trillion.
4911,mostly-true,"Canadian middle class incomes are now higher than in the United States. They are working fewer hours for more pay, living longer on average, and facing less income inequality."
4912,true,The Obama administration has used the Espionage Act to go after whistleblowers who leaked to journalists ... more than all previous administrations combined.
4913,mostly-true,"In Sauk City, Wisconsin, the ID office that provides identification for voting is only open on the fifth Wednesday of every month -- a total of four days in 2016."
4914,true,"Nevada has been recently ranked No. 1 in unemployment, foreclosures, violent crime, personal bankruptcy and divorce."
4915,mostly-true,Republican candidate for Georgia governor dabbled in birther conspiracy theories.
4916,true,"Says New Jersey has gained 143,000 new private-sector jobs."
4917,half-true,The Obama administration has spent millions of taxpayer dollars for roadside signs to tout the economic stimulus.
4918,pants-fire,Links jailed lobbyist Jack Abramoff to Rep. C.W. Bill Young.
4919,half-true,Wall Street megabanks that received bailouts in 2009 now get taxpayer-funded advantages not available to community banks in Ohio.
4920,half-true,"Says Rick Scott spent $800,000 of your tax dollars upgrading the Governors Mansion."
4921,barely-true,Prince William County has cut violent crime in half since instituting a crackdown on illegal immigration.
4922,pants-fire,Says the Ohio Consumers Council office employs 74 lawyers and that the funding them is wasteful duplication.
4923,half-true,"Americans will spend more on taxes in 2015 than on food, clothing and housing combined."
4924,barely-true,I dont think Ive ever hired an illegal in my life.
4925,pants-fire,Says Obama sent $450 million to China to build a wind farm in Texas.
4926,true,Says the Portland Childrens Levy holds its administrative expenses to less than 5 percent.
4927,mostly-true,"George Allen voted to end Pell Grants for 84,000 students."
4928,pants-fire,School children can earn higher grades by studying Islam under a new nationwide Muslim outreach program announced by President Barack Obama.
4929,mostly-true,Amajority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supportedamnesty.
4930,half-true,"Despite raising taxes on the wealthy and hiking the minimum wage, Minnesota is creating jobs at a record pace, unemployment is at a historic low, median income is skyrocketing, and (the) state has a billion-dollar surplus."
4931,barely-true,We went from $160 billion deficit spending in (President George W.) Bushs last year to $1.6 trillion the following year.
4932,barely-true,A proposed mine in Wisconsin is about two-thirds the size of Lake Winnebago.
4933,half-true,Says President Barack Obama did not come into office with the economy in a free fall.
4934,half-true,"Says Rick Scotts proposed budget would lay off 20,000 teachers."
4935,barely-true,A bill supported by Gov. Scott Walker makes it so that drunk drivers who kill have an easier time of it.
4936,mostly-true,There are no tax increases in this debt limit bill. Period.
4937,false,[State Rep. Doug McKillips] donors deserve a refund.
4938,barely-true,"SaysPresident Obama is using executive actions to impose gun control on the nation, targeting the top-selling rifle in the country ... with a ban on one of the most-used assault rifle bullets."
4939,barely-true,"Without U.S. Senate action, Texas will have more federal judicial vacancies this year than any other state."
4940,false,On changing the rules for filibusters on presidential nominees
4941,barely-true,Gonzales losing campaign against me last spring was funded with more than $1 million from supporters and allies of Governor Bruce Rauner.
4942,half-true,Over half of the foreign-born population in Rhode Island is white.
4943,half-true,"After hearing the frustrations parents and teachers have with the FCAT, next year we begin improving our testing system."
4944,true,"Every year tobacco kills more Americans than did World War II more than AIDS, cocaine, heroin, alcohol, vehicular accidents, homicide and suicide combined."
4945,half-true,"We borrow $4 billion every single day, much of it from China."
4946,mostly-true,"There are 3.6 million jobs sitting vacant, in part because there arent enough qualified applicants to fill them."
4947,half-true,"Last election, the Koch brothers spent three times what the top 10 unions spent combined."
4948,mostly-true,Obama unilaterally announced he was delaying employer mandate through a blog post by a mid-level bureaucrat at the Department of Treasury.
4949,half-true,"John McCain says he never supported the privatization of Social Security, even though video shows he did."
4950,false,Say Bernie Sanders won Nevada after all.
4951,mostly-true,"Because of (U.S. Sen.-elect Ron) Johnsons leadership, Senate Republicans adopted a caucus ban on earmarks."
4952,half-true,"Every dropout costs us $72,000 for the life of that person."
4953,false,Says Donald Trump is going to go out and carpet bomb the Middle East.
4954,barely-true,"Most Americans want traditional marriage, as defined by the Defense of Marriage Act."
4955,pants-fire,"In 2012, 1 in 4 Wisconsin schools had a subpar score on the Department of Public Instructions recent report cards and are failing the children they serve."
4956,false,We are bogged down in a war that John McCain now suggests might go on for another 100 years.
4957,true,"We spent approximately $20-billion of that money on pork barrel, earmark projects. Maybe if we had done it right, maybe some of that money would have gone to inspect those bridges and other bridges across the country."
4958,barely-true,Dubai is the only country with huge amounts of imported workers that's actually passed legislation to give these immigrant workers a better deal in the Middle East.
4959,barely-true,"NAFTA, supported by the Secretary (Clinton), cost us 800,000 jobs nationwide."
4960,half-true,"Cuba wants to let the Chinese drill in some of the very parts of the gulf that American producers are currently forbidden to touch, as close as 45 miles off the Florida coast."
4961,half-true,On running for Senate if Jim Webb retires.
4962,barely-true,"Democratic Reps. Cicilline, Boswell, Carnahan and Critz demanded that Congress vote to increase the nations debt limit without making any spending cuts."
4963,false,"Last year, I was involved with an effort to to help prosecutors get their first pay raise in more than 10 years."
4964,false,Ive either balanced every budget or we turned back a surplus.
4965,barely-true,One Texas city has a law that says that women can only have six dildos.
4966,barely-true,The Florida Legislature has not filed a lawsuit to fight Amendments 5 and 6.
4967,mostly-true,"When you look at the number of crashes before the cameras were installed compared to after, theyre virtually the same."
4968,mostly-true,Our median income here in Providence is the same as the median income in Mississippi.
4969,mostly-true,U.S. Sen. Kay Bailey Hutchison voted to continue Roe v. Wade.
4970,barely-true,Paul Ryans Medicare plan provides pretty much the same coverage that members of Congress receive.
4971,true,"We do not have an overcrowding problem. As a matter of fact, Rhode Island has one of the lowest incarceration rates in the country."
4972,false,Says Rep. Jim Renacci was trying to leave town for the holidays without extending your payroll tax cut.
4973,barely-true,"Rather than work to secure the border, (Marco Rubio) supported Obamas amnesty plan for illegal immigrants."
4974,barely-true,Says Hillary Clinton gave up 20 percent of Americas uranium supply to Russia.
4975,mostly-true,"Fifty years ago, the average GM employee could pay for a year of a son or daughters college tuition on just two weeks wages."
4976,mostly-true,"On average, college students are taking six years to get a four-year degree."
4977,false,In the state of Rhode Island 25 percent of our current physicians are graduates of for-profit medical schools.
4978,false,Medicare will be bankrupt in nine years.
4979,half-true,"When it comes to being effective at creating jobs (Chris Christie has not had) a record of governing for effectiveness. ... Last year, New Jersey created no net new jobs."
4980,half-true,Says Hillary Clinton called Barack Obama naive for saying he was would sit down and talk to the Iranians during the 2008 Democratic primary.
4981,false,"If the Supreme Court throws out the federal health care law, it would be an unprecedented, extraordinary step of overturning a law that was passed by a strong majority of a democratically elected Congress."
4982,true,I opposed this war from the beginning. I opposed the war in 2002. I opposed the war in 2003. I opposed it in 2004 and 2005 and 2006.
4983,true,"Says the State Department spent $630,000 to get 2 million Facebook Likes."
4984,half-true,"In Romneys first budget (in Massachusetts), he cut $248.7 million from K-12 education."
4985,half-true,We now have our kids go to school about a month less than most other advanced countries.
4986,half-true,"Says his office has already recovered over $2 billion from Wall Street for the workers, retirees, and investors who were harmed."
4987,mostly-true,I had the longest judicial vacancy in the history of the United States.
4988,mostly-true,"Says Gov. Scott Walkers proposed reduction in university spending is about the size of the one under Democratic Gov. Jim Doyle, but Democrats didnt treat Doyles cut as so dire."
4989,true,The average unemployed American has been out of work for almost 40 weeks.
4990,true,"Republican challenger Bill Flores ""has never once voted in a general election in our district."""
4991,false,Hillary Clintons international travels included no serious diplomacy.
4992,mostly-true,"Says that when he first ran for office in the late 1980s, there were still folks who didnt have phone service. Soon Id helped ensure that everyone in North Florida could access a dial tone."
4993,half-true,This years state budget and my spending proposal for Fiscal Year 2016 represent an infusion of more than $1 billion in additional money for K-12 education.
4994,mostly-true,Says the high-speed rail project provides short-term jobs.
4995,true,Polls showHillary Clinton wins every time with Donald Trump as her opponent.
4996,false,Says Peter Kilmartin has only three years experience in his own law practice.
4997,half-true,"During my administration, funding for education has increased by over $930 million."
4998,barely-true,"As a legislator, (Marco Rubio) flipped on a key vote after making a quick $200,000 from selling the house to the mother of the bills lobbyist."
4999,false,Says Daniel Webster thinks wives should submit to their husbands.
5000,barely-true,Says he fought for the repeal of a septic tank inspection program after Tallahassee pulled a fast one.
5001,barely-true,One-hundred times as many people worked their way from poverty into the American middle class during his presidency compared to Ronald Reagans presidency.
5002,pants-fire,The new Hartsfield-Jackson international terminal was on time and on budget.
5003,barely-true,"Scott Walker has given a $10,000 tax deduction to millionaires who send their kids to exclusive private schools."
5004,false,Sheldon Whitehouse and 18 other senators voted to censor the internet.
5005,mostly-true,We have a $2 trillion to $3 trillion infrastructure deficit. Weve got work that needs to get done. Weve got people that want to go to work.
5006,false,Jobs that involve the minimum wage are overwhelmingly jobs for young people starting out in the workforce.
5007,false,"I was among the earliest to criticize the rush to war (in Iraq), and yes, even before the war ever started."
5008,false,The City of Milwaukee uses the building inspection area as a revenue base.
5009,mostly-true,The cost ofa gas tank fill-up has risen$30 sinceBarack Obama became president.
5010,barely-true,College tuition costs have risen by 25 percent under the Democrats.
5011,pants-fire,"Obama said troops ""whine about bearing the costs"" of going to war."
5012,mostly-true,Says Donald Trumps position isto roll back all of the financial regulations passed after the financial crisis.
5013,mostly-true,Says Rep. Paul Ryans budget roadmap doesnt balance the budget until the 2060s and adds an unthinkable $62 trillion to the national debt between now and then.
5014,pants-fire,"Says Barack Obama said, If we keep talking about the economy, were going to lose."
5015,pants-fire,Wendy Davis was just doing a fund-raiser in Chicago with the international socialists organization.
5016,barely-true,We have the highest funding in (the) K-12 system in the history of the state.
5017,pants-fire,Says Ted Cruzsaid I was in favor in Libya. I never discussed that subject.
5018,half-true,"With the auto rescue, President Barack Obama saved more than 1 million middle-class jobs all across America, including more than 28,000 in Wisconsin."
5019,half-true,Says Barack Obama has the worst record of any president when it comes to putting America deeper in debt.
5020,barely-true,"In June, jobless ranks were higher in nearly 90 percent of U.S. cities."
5021,true,"We could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups."
5022,pants-fire,Says there was a NATO base in Turkey being under attack by terrorists.
5023,true,"In the past three years, state legislatures have enacted more of these restrictions (on abortion) than in the previous 10 years combined."
5024,false,EPA wants to regulate the family BBQ.
5025,pants-fire,Barack Hussein Obama will force doctors to assist homosexuals in buying surrogate babies.
5026,false,"He (Obama) has done several things well. Most of those things are places where he changed his view from where he had during the campaign. So, for instance, he's left our troops in Iraq and they're being more successful there. He boosted our effort in Afghanistan, which is the right course to take. He did not close Guantanamo, thank heavens."
5027,half-true,One state even spent a million bucks to put up signs that advertise that they were spending on the federal stimulus projects.
5028,true,"In Senate Bill 5, there is this new method of evaluating teachers. Youre also going to be rated on what the parents think of you and they can send questionnaires and surveys home to parents."
5029,barely-true,"Says that while President Barack Obama promised to work with your employer to lower your premiums by $2,500 per family per year, his health care law raises premiums in the individual market by $2,100 per family."
5030,half-true,Says Newt Gingrich is responsible for the gridlocked politics of Washington.
5031,half-true,"Twenty-seven out-of-state pharmaceutical companies have raised more campaign dollars (against a drug price control measure) than all other state ballot measures have raised to date, combined."
5032,pants-fire,"As part of efforts to rein in protesters, Republicans in Wisconsin have bolted windows inside the Capitol shut."
5033,true,Obama says Clinton in 2002 suggested there was a connection between al-Qaida and the Iraqi government.
5034,half-true,Says comprehensive immigration reform will add $700 billion to our economy.
5035,true,(Ronald Reagan) raised taxes a billion dollars in his first year as governor of California.
5036,true,Our businesses have created jobs every single month since (Obamacare) became law.
5037,mostly-true,Says Bernie Sanders voted for regime change with respect to Libya.
5038,mostly-true,"If you ask how many times did Ronald Reagan attend a fundraiser when he ran for re-election in 1984, the answer is eight times. If you say how many times did Barack Obama attend a fundraiser in 2012, the answer is 228 times."
5039,barely-true,Democrats failed to flip the Wisconsin state Senate because recall elections were in the deepest red districts in the state.
5040,half-true,"The Senate version of the economic stimulus package includes ""millions of dollars to World War II Filipino veterans in the Philippines."""
5041,mostly-true,TheHousebudget plan proposes the largest discretionary spending cut in history.
5042,barely-true,Ted Cruz is unknown to the vast majority of Texans.
5043,half-true,"Says Anthropology is a STEM (science, technology, engineering, math) field."
5044,false,"When news broke that Ferguson 18-year-old Michael Brown was a suspect in a robbery, MSNBC practically went off the air for a while to have behind-closed-doors meetings to figure out how to deal with this new revelation."
5045,pants-fire,"People ""can't go fishing anymore because of Obama."""
5046,true,Congressional Budget Office says 8 (percent) unemployment till 2014!
5047,false,Says top Clinton advisers were pressing birther movement stories very hard.
5048,half-true,Things like having Friday classes have been shown to be very effective on college campuses in reducing drinking.
5049,barely-true,"Walmart employees receive roughly $5,800 in public assistance per year."
5050,half-true,"When adjusted for inflation, (Texas) per-student spending has remained relatively flat over the past 16 years. Despite that trend, Texas schools in 2017 will receive $381 less per student than they did in 2003."
5051,half-true,"As Virginias governor, Allen cut spending and waste with bipartisan support."
5052,false,My position hasnt changed on using executive authority to address immigration issues.
5053,false,"Protesters in La Crosse blocked an exit and surrounded a State Patrol car carrying the governor and were beating on the windows and rocking the vehicle. When the car was extricated from the crowd, a truck blocked a second exit."
5054,true,Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon.
5055,true,"Almost half a million people are still eligible (for DACA), particularly in the Asian-American and Pacific Islander community."
5056,half-true,"The pastor McCain calls his 'spiritual guide,' Rod Parsley, believes America's founding mission is to destroy Islam, which he calls a 'false religion.' "
5057,half-true,"First, Donald Trump said wages are too high, and both Donald Trump and Mike Pence think we ought to eliminate the federal minimum wage."
5058,barely-true,Dan Gelbers employment by BPs law firm could disqualify him from representing Florida against BP as Attorney General.
5059,false,The congressional district for Miami-Dade and Broward counties has a staggering drop-out rate of almost 61 percent.
5060,mostly-true,I was never against same-sex marriage.
5061,pants-fire,Says protesters at the Wisconsin state Capitol on the night the state Senate passed collective bargaining changes damaged the windshield of his car.
5062,half-true,You can absolutely get a gun if you have several felonies as long as you buy it on the Internet or at a gun show.
5063,barely-true,"Bill Gunter would drain millions from local public schools, and give our tax dollars to private, for-profit schools run by out-of-state corporations."
5064,pants-fire,"Small businesses that have $250,000 in gross sales for the business. Theyre the ones that are looking at massive tax increases."
5065,half-true,Michael Dukakis created jobs three times faster than Mitt Romney.
